file,id,status,createdBy,curriculum,stem
drafts/36e50f8c-e5f4-4689-91b8-577d75d4a7cc.json,36e50f8c-e5f4-4689-91b8-577d75d4a7cc,draft,ai,Paediatric Surgery,"A writer wants to justify a paediatric surgery pain question by citing the line `Treatment: supportive – physio, orthotics, orthopaedic surgery, pain management, genetic counselling.` What is the main problem with that approach?"
drafts/37a8b366-8561-4a8a-8a01-6ca0d7c88e77.json,37a8b366-8561-4a8a-8a01-6ca0d7c88e77,draft,ai,Adolescent Medicine,"A 13-year-old says vaping and weekend drinking with friends are harmless because ""the brain is already grown by secondary school"". Which reply is **most consistent** with the notes?"
drafts/37ae18ac-f22e-4d27-a675-7f78b2cf9475.json,37ae18ac-f22e-4d27-a675-7f78b2cf9475,draft,ai,Paediatric Surgery,"At a paediatric review, a child is noted to have hypoplastic clavicles, extra teeth, and failure of permanent teeth to arrive as expected. Which condition best fits this pattern from the source pack?"
drafts/3803bfb5-ca4b-42a5-9e5a-8784a986db61.json,3803bfb5-ca4b-42a5-9e5a-8784a986db61,draft,manual,Paediatric Surgery,Approximately what percentage of the population in Australia and New Zealand is estimated to suffer a burn injury each year?
drafts/38041148-d56c-4f2c-b83b-8192bd838782.json,38041148-d56c-4f2c-b83b-8192bd838782,draft,manual,Paediatric Sub-specialties,"According to the presentation, what is the prevalence of atopic dermatitis in children, and when do the majority of cases typically present?"
drafts/38523fc0-258b-4970-8154-a881ccbd35c4.json,38523fc0-258b-4970-8154-a881ccbd35c4,draft,manual,Paediatric Surgery,"In the context of the dental-medical interface, why is 'bubbly' saliva considered a positive sign?"
drafts/38a5cc37-7c71-47d8-91c5-39f592cffa38.json,38a5cc37-7c71-47d8-91c5-39f592cffa38,draft,ai,General Paediatrics,"Given the embedded source pack excerpts alone, which batch outcome is most defensible?"
drafts/38ffb3e5-69a7-443f-8520-31e5193042f5.json,38ffb3e5-69a7-443f-8520-31e5193042f5,draft,manual,Paediatric Surgery,A patient presents with a fracture of the humeral neck. Which type of immobilization is most appropriate according to the source material?
drafts/39c8fc8a-1d38-4104-9a33-c78d2ada9431.json,39c8fc8a-1d38-4104-9a33-c78d2ada9431,draft,manual,Paediatric Sub-specialties,Sudden onset paralytic strabismus in a child is considered which of the following?
drafts/39ecf8ee-a548-43b9-bdfd-0ea5bd61c5c2.json,39ecf8ee-a548-43b9-bdfd-0ea5bd61c5c2,draft,manual,Community-based Paediatrics,Which of the following is considered an 'Immunization error related' AEFI?
drafts/3a35c2a7-44f3-42ad-b642-f368045545b5.json,3a35c2a7-44f3-42ad-b642-f368045545b5,draft,ai,Paediatric Sub-specialties,A child is found to have a **button battery** lodged in the nose. What is the most appropriate next step based on the notes?
drafts/3a3abc95-66b0-4b8e-a21e-2b356b805c3d.json,3a3abc95-66b0-4b8e-a21e-2b356b805c3d,draft,ai,Adolescent Medicine,"During a consent discussion for a non-urgent procedure, a 16-year-old gives a clear answer when alone but changes position completely whenever one parent enters the room and cannot explain the change. Which concern from the notes is **most relevant** when assessing competence?"
drafts/3a9f324a-d925-4ee0-a225-64c0460c1aa3.json,3a9f324a-d925-4ee0-a225-64c0460c1aa3,draft,manual,General Paediatrics,What is considered the most common cause of lactose intolerance specifically during infancy?
drafts/3ab3b040-6cd6-4576-892f-6fe600641e8c.json,3ab3b040-6cd6-4576-892f-6fe600641e8c,draft,manual,Paediatric Sub-specialties,What is a characteristic feature of 'growing pains' that helps distinguish them from more serious pathology?
drafts/3b12d3b1-b94c-481a-a107-f17124683eb2.json,3b12d3b1-b94c-481a-a107-f17124683eb2,draft,manual,Paediatric Surgery,"According to the provided material, what is the 'standard' advice for toothpaste use in children under the age of six?"
drafts/3b425c0d-621f-4cf6-b449-4adf2646bc2e.json,3b425c0d-621f-4cf6-b449-4adf2646bc2e,draft,ai,Paediatric Sub-specialties,"At a follow-up visit, a parent asks by what age most children who develop atopic dermatitis have already shown onset. Which answer best matches the notes?"
drafts/3bd73c5b-5831-4c9a-aa38-6cbbc6ae1f3e.json,3bd73c5b-5831-4c9a-aa38-6cbbc6ae1f3e,draft,ai,Paediatric Sub-specialties,"A junior doctor asks what to focus on during horizontal suspension in an infant being assessed for motor difficulties. Based on the notes, what are the key features to observe?"
drafts/3be0ccc7-40ab-4880-8d0e-e35697d17da1.json,3be0ccc7-40ab-4880-8d0e-e35697d17da1,draft,ai,General Paediatrics,"A former preterm infant is attending a neonatal follow-up clinic at 10 months corrected age. The team wants a developmental tool appropriate to that setting and age range, with separate expressive and receptive language scales. Which tool is the best fit?"
drafts/3bf9e7ef-7b17-4057-b2b3-a058bf84acd3.json,3bf9e7ef-7b17-4057-b2b3-a058bf84acd3,draft,ai,Paediatric Surgery,"When planning anticipatory guidance about facial injuries in children, which patient most closely matches the peak epidemiology of paediatric oro-facial trauma described in the source pack?"
drafts/3c25b6af-a1dc-4a04-ae4c-09f0427ddd75.json,3c25b6af-a1dc-4a04-ae4c-09f0427ddd75,draft,ai,Paediatric Sub-specialties,"While revising acute respiratory problems, which pair of emergency conditions is explicitly signposted in the notes for separate review in the Emergency Medicine section?"
drafts/3c529ff9-ca98-42da-9100-49988653e825.json,3c529ff9-ca98-42da-9100-49988653e825,draft,ai,Paediatric Sub-specialties,"A 6-day-old neonate presents with lethargy, hypoglycaemia, hypotension, and atypical genitalia. Based on the source pack, what should be strongly considered?"
drafts/3c681b65-f171-4507-97e0-52a1a76694dd.json,3c681b65-f171-4507-97e0-52a1a76694dd,draft,manual,Paediatric Surgery,What is the estimated incidence of dislocated or dislocatable hips at birth?
drafts/3ca407bc-55da-4059-9113-889059392ed2.json,3ca407bc-55da-4059-9113-889059392ed2,draft,manual,Paediatric Sub-specialties,Which condition is characterized by a red halo around the parotid duct opening as a prodromal sign?
drafts/3ce4b312-9016-491c-946d-a0b75322f16c.json,3ce4b312-9016-491c-946d-a0b75322f16c,draft,ai,Paediatric Sub-specialties,A term newborn is seen in general practice because a tooth has been present since birth. It is mobile and has started rubbing on the baby's tongue during feeding. Which explanation is **most accurate**?
drafts/3cfa272d-4071-4521-9b11-d0552ab86164.json,3cfa272d-4071-4521-9b11-d0552ab86164,draft,manual,Paediatric Sub-specialties,"Even after successful involution of a mixed hemangioma, what might remain that could require surgical intervention?"
drafts/3d851ded-c923-4807-a361-fbd62b0dd923.json,3d851ded-c923-4807-a361-fbd62b0dd923,draft,ai,Paediatric Sub-specialties,A 13-year-old with known primary adrenal insufficiency develops an influenza-like illness. What does the source pack say about this situation?
drafts/3d8ca30b-b89e-4fa4-b6d5-9cc0a66bea20.json,3d8ca30b-b89e-4fa4-b6d5-9cc0a66bea20,draft,manual,Adolescent Medicine,What percentage of children and adolescents with chronic conditions are expected to survive into adulthood?
drafts/3da49985-8260-4508-ad92-b0770aa6555c.json,3da49985-8260-4508-ad92-b0770aa6555c,draft,ai,General Paediatrics,A student wants to revise named gastrointestinal diagnoses rather than broad symptom groups. Which section title from the source pack is the best fit?
drafts/3dc1f9c2-9d18-4d75-8177-e03d4c64eb14.json,3dc1f9c2-9d18-4d75-8177-e03d4c64eb14,draft,ai,Paediatric Sub-specialties,What is the best explanation for why a grommet may be used in otitis media with effusion?
drafts/3e806118-8f41-48b9-bfca-d8e31dbba8ee.json,3e806118-8f41-48b9-bfca-d8e31dbba8ee,draft,manual,Paediatric Sub-specialties,Neonatal Herpes Simplex Virus (HSV) infection should be strongly considered in a neonate presenting with which combination of symptoms in the first 3 weeks of life?
drafts/3eaa8a6d-4068-461d-b9d4-886a3b20c85b.json,3eaa8a6d-4068-461d-b9d4-886a3b20c85b,draft,ai,Paediatric Sub-specialties,A 14-year-old who has been taking chronic corticosteroid therapy for several months becomes acutely unwell while the steroid dose is being reduced. Which statement best matches the source pack?
drafts/3f56e698-4a2c-434a-9e4e-9db5c6f8714b.json,3f56e698-4a2c-434a-9e4e-9db5c6f8714b,draft,ai,Paediatric Sub-specialties,A registrar summarising eosinophilic oesophagitis at handover wants to include the sex distribution noted in the study notes. Which statement is correct?
drafts/3ffa71d3-c9a1-4696-9c09-84389843e1dc.json,3ffa71d3-c9a1-4696-9c09-84389843e1dc,draft,ai,Paediatric Surgery,A toddler with a femoral shaft fracture is discussed with orthopaedics. Which traction method is specifically listed for babies in this situation?
drafts/4034c65e-6fcf-4169-956e-e8b0a5b6405b.json,4034c65e-6fcf-4169-956e-e8b0a5b6405b,draft,ai,Paediatric Sub-specialties,A well child has a low-pitched continuous sound heard in the right upper chest and lower neck. It is loudest while sitting and disappears when gentle jugular vein compression is applied. What is the best interpretation?
drafts/403dff68-4d8a-4065-919c-0c56069d140d.json,403dff68-4d8a-4065-919c-0c56069d140d,draft,manual,Adolescent Medicine,What is a common clinical consequence of 'failure to engage' during an ineffective transition to adult care for a diabetic patient?
drafts/40c00f41-db14-4a64-a4f9-65357c38994f.json,40c00f41-db14-4a64-a4f9-65357c38994f,draft,ai,Paediatric Surgery,"For long-term management and follow-up within this batch, which proposed action is safest under the supplied evidence constraints?"
drafts/411e9c07-3414-4901-a527-73936032cc23.json,411e9c07-3414-4901-a527-73936032cc23,draft,ai,Paediatric Surgery,"A 7-year-old girl is reviewed after blunt head trauma. Imaging confirms a skull fracture, and her observations are currently stable. Which teaching point from the notes most strongly supports ongoing vigilance?"
drafts/41395eb6-f540-4af5-8482-33b9d710bee0.json,41395eb6-f540-4af5-8482-33b9d710bee0,draft,manual,General Paediatrics,"When assessing for foreign body aspiration in a toddler, what is the most common radiological finding on an expiratory film?"
drafts/41508571-7bc5-4396-afde-354b1376f642.json,41508571-7bc5-4396-afde-354b1376f642,draft,ai,Paediatric Sub-specialties,"A question writer argues that because **infectious disease** appears on the contents page, dermatological infections are implicitly covered. What is the best rebuttal?"
drafts/41d21443-ed59-4c6d-ac30-c40c45e4345d.json,41d21443-ed59-4c6d-ac30-c40c45e4345d,draft,ai,General Paediatrics,"A child is referred for chronic loose stools, but serial measurements show weight, height, and head circumference all crossing down. Which alternative explanation is most supported by the notes?"
drafts/41ed5c0f-909a-406c-8397-6d52c92dcb92.json,41ed5c0f-909a-406c-8397-6d52c92dcb92,draft,ai,Paediatric Sub-specialties,"A critically ill child in septic shock remains unresponsive to fluids and inotropic support. According to the source pack, what adrenal-related possibility should be considered?"
drafts/4261e4f2-b5fc-4983-84e4-10e20c9b6664.json,4261e4f2-b5fc-4983-84e4-10e20c9b6664,draft,manual,Paediatric Sub-specialties,What is the recommended standard treatment for mild to moderate allergic reactions mentioned in the talk?
drafts/428d0787-7d36-40b1-8eb4-6b334ef98e8b.json,428d0787-7d36-40b1-8eb4-6b334ef98e8b,draft,manual,Adolescent Medicine,Which of the following is true regarding 'head banging' as a rhythmic activity in children?
drafts/42c70334-97d4-4120-a9b2-a6b0ef00f251.json,42c70334-97d4-4120-a9b2-a6b0ef00f251,draft,manual,Paediatric Sub-specialties,What percentage of children with juvenile idiopathic arthritis continue to have active disease into adulthood?
drafts/42e01678-893d-485a-8c28-7f1c41765bc7.json,42e01678-893d-485a-8c28-7f1c41765bc7,draft,ai,Paediatric Surgery,"An overweight adolescent boy is worried that his penis looks small. In the context of pubertal assessment, which note-supported approach is most appropriate?"
drafts/42e86ac4-c317-4d8c-99a6-aa7cc9dee1d4.json,42e86ac4-c317-4d8c-99a6-aa7cc9dee1d4,draft,manual,Paediatric Surgery,"During the examination of a scrotal swelling, you are able to 'get above' the mass and it transilluminates brilliantly. What is the most likely diagnosis?"
drafts/42fa83a2-a84b-4e55-a023-0db89cfa729e.json,42fa83a2-a84b-4e55-a023-0db89cfa729e,draft,manual,Community-based Paediatrics,What is the primary objective of vaccination in the context of immunological memory?
drafts/430a4eaa-c145-4f02-9699-dc009a5aee60.json,430a4eaa-c145-4f02-9699-dc009a5aee60,draft,manual,Paediatric Surgery,Which radiographic view is most likely to reveal a mild form of slipped capital femoral epiphysis?
drafts/434ebb0c-3085-4713-8efb-426031def50c.json,434ebb0c-3085-4713-8efb-426031def50c,draft,ai,Adolescent Medicine,"A 15-year-old is referred for 'funny turns'. When she laughs hard, her knees suddenly buckle and she slumps briefly to the floor, but she remains conscious and keeps breathing normally. She also has irresistible daytime sleepiness. Which diagnosis is most likely?"
drafts/438889de-d8a8-4458-b321-32028abd16a1.json,438889de-d8a8-4458-b321-32028abd16a1,draft,manual,Paediatric Surgery,"According to long-term follow-up studies, what is the likely outcome for $50\%$ of adults who had Perthes disease as children?"
drafts/439fb260-1dcb-4434-b12e-90288ba4e4b0.json,439fb260-1dcb-4434-b12e-90288ba4e4b0,draft,ai,Paediatric Sub-specialties,"A 7-year-old child has a full blood count reported as a markedly raised lymphocyte count. The analyser result is accompanied by anaemia and thrombocytopaenia. Based on the source notes, what is the most appropriate next step to clarify the white cell finding?"
drafts/43a56698-5a81-4551-ad40-570343ef0007.json,43a56698-5a81-4551-ad40-570343ef0007,draft,ai,Paediatric Sub-specialties,"A newborn had a faint cutaneous precursor lesion noted after delivery, and by 6 weeks a vascular lesion has become more obvious. Which birthmark best fits the note-based description that it is not usually present at birth, although a precursor lesion may be seen in some neonates?"
drafts/44440429-fc24-4eaa-9a36-a1e49a42cdaa.json,44440429-fc24-4eaa-9a36-a1e49a42cdaa,draft,manual,Paediatric Sub-specialties,Why is cranial radiotherapy specifically avoided in children under the age of five whenever possible?
drafts/445f40d0-53d5-43d2-a364-998a7fb63ddc.json,445f40d0-53d5-43d2-a364-998a7fb63ddc,draft,manual,Paediatric Sub-specialties,"In the management of EoE, what is typically considered the first-line medical treatment option?"
drafts/446eafc6-66cd-41c8-8608-eb6681f41e4d.json,446eafc6-66cd-41c8-8608-eb6681f41e4d,draft,manual,Paediatric Sub-specialties,Which of the following is part of the PHACE syndrome mnemonic?
drafts/447439c5-91ef-4d4b-9576-ca29985fc50a.json,447439c5-91ef-4d4b-9576-ca29985fc50a,draft,ai,Community-based Paediatrics,A registrar is trying to remember the framework from the notes for people who may need extra vaccination. Which expansion of the HALO principle is correct?
drafts/44d81fcb-a2f6-4053-a8bc-5c105c7e9b5d.json,44d81fcb-a2f6-4053-a8bc-5c105c7e9b5d,draft,ai,Emergency Paediatrics,You are opening the airway of a 5-month-old infant during paediatric basic life support. Which position is recommended in the source pack?
drafts/44eb57db-6a7e-4a52-a2af-2716d71e4122.json,44eb57db-6a7e-4a52-a2af-2716d71e4122,draft,ai,Paediatric Surgery,"A newborn nursery audit reviews 200 male infants. Based on the study notes, approximately how many would be expected to have cryptorchidism detected **at birth**?"
drafts/4508e49c-731d-4238-a030-b508c91ed3e5.json,4508e49c-731d-4238-a030-b508c91ed3e5,draft,manual,Paediatric Sub-specialties,What percentage of all illnesses in children under five years of age are accounted for by respiratory illnesses?
drafts/4514366c-94ef-4e01-afe1-d78192b94353.json,4514366c-94ef-4e01-afe1-d78192b94353,draft,manual,Paediatric Sub-specialties,What is the primary reason the lecturer advises against the use of steroid eye drops in children with viral or allergic conjunctivitis in a primary care setting?
drafts/4541028d-d896-4bf5-af6e-f1e3aa30c12f.json,4541028d-d896-4bf5-af6e-f1e3aa30c12f,draft,ai,General Paediatrics,Which additional overnight contributor is noted in some children with nocturnal enuresis?
drafts/454afcd7-daf6-4f25-bb16-a4dc93cabfaf.json,454afcd7-daf6-4f25-bb16-a4dc93cabfaf,draft,ai,Paediatric Sub-specialties,Which drafting choice best protects against both **unsupported content** and **overlap risk** in this batch?
drafts/4565b0b0-b394-4b40-b8ea-c66f5b0f9c7b.json,4565b0b0-b394-4b40-b8ea-c66f5b0f9c7b,draft,manual,Paediatric Sub-specialties,Which grade of Vesicoureteral Reflux (VUR) is characterized by the presence of calyceal clubbing?
drafts/45d246f4-c65f-46fe-ae6b-c5910bd4b7f7.json,45d246f4-c65f-46fe-ae6b-c5910bd4b7f7,draft,ai,Paediatric Sub-specialties,"An older school-aged child is having renal imaging, and the clinician specifically wants a study for glomerular filtration rate measurement rather than cortical scarring or obstruction. Which investigation is most appropriate?"
drafts/45d299cc-9f98-4093-94ea-e489db16f69a.json,45d299cc-9f98-4093-94ea-e489db16f69a,draft,manual,General Paediatrics,"According to the source material, what is the leading cause of death for children over the age of $1$ in the developed world?"
drafts/45d4783b-1f56-4cd6-bb91-746d2218ec81.json,45d4783b-1f56-4cd6-bb91-746d2218ec81,draft,manual,Community-based Paediatrics,What is the primary method for the tertiary prevention of acute rheumatic fever in children?
drafts/45f0678d-9d73-45ea-b43c-910df9c820db.json,45f0678d-9d73-45ea-b43c-910df9c820db,draft,ai,General Paediatrics,An 11-year-old boy with obesity is seen for ongoing reflux symptoms. His mother asks whether his weight is relevant to why symptoms may be persisting. Which answer best reflects the notes?
drafts/46d09c82-d988-4cc0-9e6d-288bd846d7fb.json,46d09c82-d988-4cc0-9e6d-288bd846d7fb,draft,ai,Paediatric Surgery,A family asks what the surgeon is trying to preserve during definitive surgery for Hirschsprung disease. What is the best answer from the notes?
drafts/46fb335c-5018-4560-b093-e17156772f65.json,46fb335c-5018-4560-b093-e17156772f65,draft,manual,Paediatric Sub-specialties,Which three components traditionally define the 'West Syndrome' triad in infants?
drafts/4737b232-a50d-46ce-88fa-d4e7ed26aeee.json,4737b232-a50d-46ce-88fa-d4e7ed26aeee,draft,ai,Emergency Paediatrics,Which statement best matches the provided notes on **febrile status epilepticus**?
drafts/478e92c9-64e8-41c1-a48d-02ce15c8abf9.json,478e92c9-64e8-41c1-a48d-02ce15c8abf9,draft,manual,Paediatric Sub-specialties,At what point does a persistent middle ear effusion after an acute infection transition to being classified as 'Otitis Media with Effusion' (glue ear)?
drafts/479cdefe-a374-458e-99bd-4ba0166cad0b.json,479cdefe-a374-458e-99bd-4ba0166cad0b,draft,manual,Community-based Paediatrics,"As a behavioral strategy, 'stimulus control' involves which of the following actions?"
drafts/47a03b84-c983-42aa-adb6-37c04c554d37.json,47a03b84-c983-42aa-adb6-37c04c554d37,draft,ai,Paediatric Surgery,"During quality assurance of a notes-first batch, which issue most clearly represents a complication of poor evidence discipline rather than a clinical complication of pain management?"
drafts/47f59ad7-48ad-43c8-bee4-09e95c4bdb23.json,47f59ad7-48ad-43c8-bee4-09e95c4bdb23,draft,ai,Paediatric Sub-specialties,"A phenotypic female child has a 45,X karyotype. Which listed condition does this correspond to?"
drafts/484595ef-b92f-4043-85d7-b0ac28549705.json,484595ef-b92f-4043-85d7-b0ac28549705,draft,ai,Paediatric Surgery,A paediatric team is revising medical conditions that may first be noticed through dental findings. Which pairing is **correctly matched**?
drafts/4859ac09-39f7-4174-bee2-8c1ee4b0face.json,4859ac09-39f7-4174-bee2-8c1ee4b0face,draft,manual,Paediatric Surgery,"According to the presentation, what percentage of males typically have a fully retractile foreskin by age 4?"
drafts/486a47a1-687b-431b-9177-463c57af32d5.json,486a47a1-687b-431b-9177-463c57af32d5,draft,ai,Paediatric Surgery,"A 7-year-old child has severe localised hip pain and fever, and now refuses to walk. Which diagnosis must be considered as an orthopaedic emergency?"
drafts/48c5fed8-fe6a-4a30-9903-ff30a2b26bad.json,48c5fed8-fe6a-4a30-9903-ff30a2b26bad,draft,ai,Community-based Paediatrics,A 3-year-old is brought to a community paediatrics clinic because his speech is limited. Which additional finding most strongly supports **autism spectrum disorder (ASD)** rather than an isolated language delay?
drafts/48e2dc8a-6a11-4374-bd15-3d448820af55.json,48e2dc8a-6a11-4374-bd15-3d448820af55,draft,ai,Emergency Paediatrics,"A teenager presents with vomiting, dehydration, acidosis, and marked ketonaemia after a period of very low carbohydrate intake. Serum glucose is 12 mmol/L. Which statement best reflects the notes?"
drafts/48f05303-f14f-47e3-a766-b758c5a2b7ca.json,48f05303-f14f-47e3-a766-b758c5a2b7ca,draft,ai,General Paediatrics,"During a school health review, a 7-year-old has a BMI plotted at the 86th percentile for age. According to the notes, which finding is itself a growth flag that should prompt closer attention?"
drafts/48f541b6-a102-451a-bcd0-98262a726fe5.json,48f541b6-a102-451a-bcd0-98262a726fe5,draft,ai,Paediatric Sub-specialties,A registrar wants a dynamic renal study with **better image quality** and **faster clearance**. Which tracer best matches those imaging characteristics in the source pack?
drafts/492228ab-c11f-428e-a354-93425d9f830d.json,492228ab-c11f-428e-a354-93425d9f830d,draft,ai,Paediatric Surgery,"Before a painful procedure, a parent is visibly anxious and keeps interrupting the preparation. Which step from the source pack is most appropriate to include in the procedural plan?"
drafts/49cd8d38-dca8-4be9-9e2b-9a2edec5a147.json,49cd8d38-dca8-4be9-9e2b-9a2edec5a147,draft,manual,Community-based Paediatrics,Pre-term infants receiving vaccinations in a hospital setting should be monitored for how long to detect potential apnea?
drafts/4a0db095-a95e-478e-b4e9-eca27e1cda71.json,4a0db095-a95e-478e-b4e9-eca27e1cda71,draft,manual,General Paediatrics,Why is calcitriol generally not recommended for the treatment of simple vitamin D deficiency?
drafts/4a426fdc-926e-456d-911c-6e4a3f2d5634.json,4a426fdc-926e-456d-911c-6e4a3f2d5634,draft,manual,Emergency Paediatrics,Which of the following best describes the anatomical location and pathophysiology of bronchiolitis?
drafts/4a549f7c-7add-47d6-9474-53de9dc28280.json,4a549f7c-7add-47d6-9474-53de9dc28280,draft,ai,Paediatric Sub-specialties,"An infant is being assessed for possible central nervous system infection. Before proceeding with an urgent lumbar puncture, the team reviews for signs that could suggest raised intracranial pressure. Which finding from the notes is the strongest concern?"
drafts/4a720532-7e13-41c8-a4b6-955c197abdb8.json,4a720532-7e13-41c8-a4b6-955c197abdb8,draft,manual,Paediatric Sub-specialties,Which of the following best describes the role of food allergy in atopic dermatitis according to Dr. Ming?
drafts/4a9bb934-66fb-482e-9ed4-fed6ecdcf0e6.json,4a9bb934-66fb-482e-9ed4-fed6ecdcf0e6,draft,ai,Emergency Paediatrics,"A child with noisy breathing is found to have biphasic stridor. According to the source pack, what does this finding suggest?"
drafts/4ab26b24-6803-41f7-9654-0f1dcdf9202b.json,4ab26b24-6803-41f7-9654-0f1dcdf9202b,draft,manual,Paediatric Surgery,What is the primary risk associated with midline swellings that requires careful investigation prior to surgery?
drafts/4ac0d282-6d58-4f79-b00a-599dcef24b17.json,4ac0d282-6d58-4f79-b00a-599dcef24b17,draft,ai,Paediatric Sub-specialties,"A child is being assessed for possible strabismus. During the cover/uncover test, the fixing eye is covered and the other eye moves to take up fixation. What does this finding indicate?"
drafts/4ac3b2ed-c749-403e-bf8c-6ba0e6d490cc.json,4ac3b2ed-c749-403e-bf8c-6ba0e6d490cc,draft,ai,Paediatric Sub-specialties,"A 14-month-old with an ash leaf macule is otherwise well at today's visit. Based on the allowed source pack, which follow-up approach is most appropriate?"
drafts/4aef6afd-d5bb-4105-a99e-5fc88acd7eef.json,4aef6afd-d5bb-4105-a99e-5fc88acd7eef,draft,ai,Paediatric Sub-specialties,An infant with known airway malacia later develops an ongoing wet cough. Which secondary problem is specifically mentioned in the source notes as being able to occur because of poor cough clearance?
drafts/4b319554-a4f7-4d93-97ce-342828356f0e.json,4b319554-a4f7-4d93-97ce-342828356f0e,draft,ai,Paediatric Sub-specialties,A 2-year-old child presents with leukocoria and strabismus. Which diagnosis should be assumed until proven otherwise?
drafts/4b700472-84fb-4e6f-b1f1-44ff68e1bcab.json,4b700472-84fb-4e6f-b1f1-44ff68e1bcab,draft,ai,Adolescent Medicine,"A parent refuses a recommended treatment for a younger child, and the team becomes concerned that the refusal could place the child at **risk of significant harm**. Which additional step does the notes say **may need to be considered**?"
drafts/4bb535b8-5d22-4d55-ab85-f72c70a19331.json,4bb535b8-5d22-4d55-ab85-f72c70a19331,draft,manual,Paediatric Sub-specialties,Fetal Alcohol Syndrome is characterized by a specific triad of minor facial anomalies. Which of the following is included in this diagnostic triad?
drafts/4bbc0cd7-8afe-4458-9c9a-8d6f8958e822.json,4bbc0cd7-8afe-4458-9c9a-8d6f8958e822,draft,manual,Paediatric Sub-specialties,"According to the provided material, what is the long-term prognosis for most children diagnosed with FPIES?"
drafts/4bc07644-1cdd-40ce-a07a-837feca3c641.json,4bc07644-1cdd-40ce-a07a-837feca3c641,draft,ai,Paediatric Sub-specialties,A toddler with a past IgE-mediated milk reaction is being followed in an allergy clinic. The team discusses a structured dietary strategy for gradually reintroducing some allergens in selected young children. Which option best matches the notes?
drafts/4bf962b6-c894-4fce-aede-e2caef563630.json,4bf962b6-c894-4fce-aede-e2caef563630,draft,manual,Adolescent Medicine,What effect does substance use have on the developing adolescent brain according to the lecture?
drafts/4c693c1a-e713-488e-95d9-c8c27cf16fba.json,4c693c1a-e713-488e-95d9-c8c27cf16fba,draft,manual,Community-based Paediatrics,What is a notable limitation or ceiling for the developmental assessment tool known as the Bayley Scales?
drafts/4c73b15f-9c8a-4b4c-98e6-e093fad8a783.json,4c73b15f-9c8a-4b4c-98e6-e093fad8a783,draft,manual,Paediatric Sub-specialties,"Which laboratory test is used to measure the 'extrinsic pathway' of the coagulation cascade, specifically looking at Factor $VII$?"
drafts/4ce11998-507f-4cd9-8896-efcc15486297.json,4ce11998-507f-4cd9-8896-efcc15486297,draft,ai,Paediatric Sub-specialties,"On a supine abdominal X-ray, lucency outlines the falciform ligament. What is the best interpretation?"
drafts/4ce3013a-6152-413f-bfc2-771ba0b612a7.json,4ce3013a-6152-413f-bfc2-771ba0b612a7,draft,manual,Paediatric Surgery,"According to the source, what is the ideal method and duration for providing first aid to a burn?"
drafts/4ce762a0-5c29-4418-9bc8-42f14c5dd55d.json,4ce762a0-5c29-4418-9bc8-42f14c5dd55d,draft,ai,Emergency Paediatrics,"During teaching on emergency seizure care, a consultant asks about febrile status epilepticus. Approximately what proportion of children with febrile seizures does it occur in, according to the notes?"
drafts/4cfa2294-60e9-44b0-b2f0-a8a79ce63549.json,4cfa2294-60e9-44b0-b2f0-a8a79ce63549,draft,manual,Paediatric Surgery,What is the most common medical cause of vomiting in the first few days of a neonate's life?
drafts/4d4e6b52-0b13-4399-a344-371248a650b2.json,4d4e6b52-0b13-4399-a344-371248a650b2,draft,ai,Paediatric Sub-specialties,An upper endoscopy report in a child with food refusal and dysphagia describes rings and furrows in the oesophagus. Which additional finding would best complete the diagnostic criteria for eosinophilic oesophagitis from the notes?
drafts/4d7ee42b-81a3-4882-8968-db7cfde9ea38.json,4d7ee42b-81a3-4882-8968-db7cfde9ea38,draft,manual,Paediatric Surgery,"Which condition typically presents as a warm, erythematous, diffuse swelling in a child who is moderately unwell following a viral upper respiratory tract infection?"
drafts/4dd87301-86d0-43e7-8ff2-0ea309b76b4d.json,4dd87301-86d0-43e7-8ff2-0ea309b76b4d,draft,manual,Emergency Paediatrics,Which of the following bleeding patterns is most typical for a patient with von Willebrand disease or a platelet function disorder?
drafts/4de8a552-f327-406e-915f-3cb3f3cbef3c.json,4de8a552-f327-406e-915f-3cb3f3cbef3c,draft,ai,Adolescent Medicine,"During HEEADSS, a 15-year-old says she has lost interest in friends and sometimes thinks ""it would be easier not to wake up."" Which HEEADSS area must be explored directly today?"
drafts/4e20fcda-1ef2-4f27-9b55-2d3d68c2f2a2.json,4e20fcda-1ef2-4f27-9b55-2d3d68c2f2a2,draft,manual,Paediatric Sub-specialties,"In Chronic Regional Pain Syndrome (CRPS), what is a defining characteristic of the physical examination findings?"
drafts/4e73f08d-2f0e-4fdc-a453-b344c8e512f5.json,4e73f08d-2f0e-4fdc-a453-b344c8e512f5,draft,ai,Paediatric Surgery,"A child has a fracture with a tendency to drift back into deformity after initial positioning. When applying plaster, which listed principle most directly addresses this problem?"
drafts/4ebbbeac-9262-4a30-b4d3-e2a6cab65910.json,4ebbbeac-9262-4a30-b4d3-e2a6cab65910,draft,manual,Paediatric Sub-specialties,"In the pediatric eye clinic, what is the correct sequence of treatment for a child diagnosed with both a refractive error and strabismus?"
drafts/4f0eecdd-28b1-4f5d-bf10-4307c728be98.json,4f0eecdd-28b1-4f5d-bf10-4307c728be98,draft,manual,Adolescent Medicine,Which of the following describes the typical timing of the growth spurt in girls compared to boys?
